,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain
1948,688.0,1.0,52.0,1.0,0.0,2.0,1.0,1.0,172033.57,0.0,0.0,1.0
1949,680.0,1.0,35.0,9.0,0.0,2.0,0.0,0.0,143774.06,1.0,0.0,0.0
1950,516.0,0.0,43.0,2.0,112773.73,2.0,1.0,1.0,139366.58,1.0,0.0,0.0
1951,680.0,0.0,37.0,10.0,123806.28,1.0,1.0,0.0,81776.84,1.0,0.0,0.0
1952,604.0,1.0,53.0,8.0,144453.75,1.0,1.0,0.0,190998.96,0.0,1.0,0.0
1953,624.0,1.0,27.0,9.0,94667.29,2.0,0.0,1.0,4470.52,1.0,0.0,0.0
1954,623.0,1.0,21.0,10.0,0.0,2.0,0.0,1.0,135851.3,0.0,0.0,1.0
1955,624.0,1.0,51.0,5.0,174397.21,2.0,1.0,1.0,172372.63,0.0,1.0,0.0
1956,565.0,0.0,58.0,3.0,108888.24,3.0,0.0,1.0,135875.51,1.0,0.0,0.0
1957,565.0,1.0,55.0,4.0,118803.35,2.0,1.0,1.0,128124.7,1.0,0.0,0.0
1958,710.0,1.0,54.0,6.0,171137.62,1.0,1.0,1.0,167023.95,1.0,0.0,0.0
1959,645.0,1.0,42.0,6.0,0.0,1.0,0.0,0.0,149807.01,1.0,0.0,0.0
1960,707.0,1.0,33.0,8.0,136678.52,1.0,1.0,0.0,54290.62,0.0,0.0,1.0
1961,655.0,0.0,36.0,1.0,135515.76,1.0,1.0,0.0,86013.96,0.0,0.0,1.0
1962,705.0,0.0,24.0,5.0,177799.83,2.0,0.0,0.0,79886.06,0.0,0.0,1.0
1963,358.0,0.0,52.0,8.0,143542.36,3.0,1.0,0.0,141959.11,0.0,1.0,0.0
1964,578.0,1.0,34.0,8.0,147487.23,2.0,1.0,0.0,66680.77,1.0,0.0,0.0
1965,800.0,0.0,40.0,5.0,97764.41,1.0,1.0,0.0,98640.15,1.0,0.0,0.0
1966,612.0,0.0,33.0,9.0,0.0,1.0,0.0,0.0,142797.5,0.0,1.0,0.0
1967,681.0,0.0,48.0,8.0,139480.18,1.0,1.0,1.0,163581.67,0.0,0.0,1.0
1968,559.0,1.0,25.0,5.0,0.0,2.0,1.0,1.0,163221.22,0.0,0.0,1.0
1969,488.0,0.0,39.0,9.0,140553.46,1.0,0.0,0.0,12440.44,1.0,0.0,0.0
1970,717.0,0.0,36.0,5.0,0.0,2.0,1.0,1.0,145551.6,1.0,0.0,0.0
1971,666.0,0.0,41.0,10.0,141162.08,1.0,1.0,0.0,50908.48,0.0,0.0,1.0
1972,582.0,1.0,26.0,4.0,65848.36,2.0,1.0,0.0,30149.21,0.0,0.0,1.0
1973,733.0,0.0,30.0,0.0,83319.28,1.0,0.0,0.0,57769.2,1.0,0.0,0.0
1974,693.0,1.0,41.0,4.0,0.0,2.0,0.0,0.0,156381.47,1.0,0.0,0.0
1975,694.0,0.0,33.0,4.0,129731.64,2.0,1.0,0.0,178123.86,1.0,0.0,0.0
1976,622.0,0.0,35.0,5.0,0.0,2.0,1.0,0.0,51112.8,0.0,0.0,1.0
1977,598.0,0.0,38.0,6.0,0.0,2.0,0.0,0.0,173783.38,0.0,0.0,1.0
1978,717.0,1.0,35.0,1.0,0.0,3.0,0.0,0.0,174770.14,0.0,1.0,0.0
1979,494.0,1.0,37.0,5.0,107106.33,2.0,1.0,0.0,172063.09,1.0,0.0,0.0
1980,644.0,1.0,33.0,8.0,0.0,2.0,1.0,1.0,155294.17,1.0,0.0,0.0
1981,554.0,0.0,30.0,9.0,0.0,2.0,1.0,1.0,40320.3,0.0,0.0,1.0
1982,476.0,0.0,69.0,1.0,105303.73,1.0,0.0,1.0,134260.34,1.0,0.0,0.0
1983,667.0,1.0,28.0,6.0,165798.1,1.0,1.0,0.0,147090.9,0.0,0.0,1.0
1984,748.0,0.0,40.0,4.0,0.0,2.0,1.0,0.0,132368.47,0.0,0.0,1.0
1985,531.0,0.0,45.0,1.0,126495.57,2.0,1.0,1.0,164741.5,0.0,0.0,1.0
1986,719.0,0.0,47.0,9.0,116393.59,1.0,1.0,0.0,63051.32,0.0,1.0,0.0
1987,845.0,0.0,41.0,2.0,81733.74,2.0,0.0,0.0,199761.29,1.0,0.0,0.0
1988,738.0,1.0,54.0,4.0,0.0,1.0,0.0,1.0,55725.04,0.0,0.0,1.0
1989,563.0,0.0,46.0,8.0,106171.68,1.0,1.0,0.0,163145.5,0.0,0.0,1.0
1990,695.0,1.0,28.0,0.0,96020.86,1.0,1.0,1.0,57992.49,0.0,0.0,1.0
1991,841.0,1.0,41.0,1.0,0.0,2.0,0.0,1.0,193093.77,0.0,1.0,0.0
1992,626.0,1.0,36.0,2.0,181671.16,2.0,1.0,1.0,57531.14,1.0,0.0,0.0
1993,613.0,0.0,29.0,6.0,185709.28,2.0,1.0,1.0,77242.19,0.0,1.0,0.0
1994,824.0,1.0,60.0,8.0,134250.17,3.0,0.0,0.0,153046.16,1.0,0.0,0.0
1995,705.0,0.0,49.0,7.0,0.0,1.0,1.0,0.0,63405.2,1.0,0.0,0.0
1996,584.0,0.0,44.0,5.0,95671.75,2.0,1.0,1.0,106564.88,1.0,0.0,0.0
1997,534.0,1.0,62.0,2.0,0.0,2.0,0.0,0.0,42763.12,1.0,0.0,0.0
1998,672.0,0.0,34.0,1.0,142151.75,2.0,1.0,1.0,168753.34,1.0,0.0,0.0
1999,603.0,1.0,43.0,5.0,127823.93,1.0,1.0,1.0,19483.35,0.0,1.0,0.0
2000,633.0,1.0,43.0,3.0,144164.29,1.0,1.0,1.0,158646.46,1.0,0.0,0.0
2001,842.0,1.0,58.0,1.0,63492.94,1.0,1.0,1.0,83172.19,1.0,0.0,0.0
2002,661.0,0.0,27.0,3.0,0.0,2.0,1.0,1.0,76889.79,1.0,0.0,0.0
2003,601.0,1.0,74.0,2.0,0.0,2.0,0.0,1.0,51554.58,1.0,0.0,0.0
2004,632.0,1.0,41.0,0.0,106134.46,1.0,0.0,1.0,105570.39,0.0,1.0,0.0
2005,684.0,1.0,29.0,8.0,127269.75,1.0,0.0,1.0,79495.01,0.0,1.0,0.0
2006,785.0,0.0,32.0,3.0,124493.03,2.0,0.0,1.0,52583.79,1.0,0.0,0.0
2007,687.0,1.0,39.0,7.0,0.0,2.0,1.0,0.0,26848.25,0.0,1.0,0.0
2008,705.0,0.0,43.0,10.0,146547.78,1.0,0.0,1.0,10072.55,1.0,0.0,0.0
2009,639.0,1.0,43.0,6.0,99610.92,2.0,1.0,0.0,187296.78,0.0,1.0,0.0
2010,729.0,1.0,46.0,5.0,117837.43,1.0,1.0,0.0,104016.61,0.0,0.0,1.0
2011,556.0,0.0,48.0,8.0,168522.37,1.0,1.0,1.0,151310.16,1.0,0.0,0.0
2012,570.0,1.0,32.0,9.0,117337.54,2.0,0.0,1.0,62810.91,1.0,0.0,0.0
2013,841.0,1.0,74.0,9.0,108131.53,1.0,0.0,1.0,60830.38,0.0,1.0,0.0
2014,705.0,1.0,35.0,4.0,136496.12,2.0,1.0,0.0,116672.02,1.0,0.0,0.0
2015,553.0,1.0,32.0,3.0,116324.53,1.0,1.0,0.0,77304.49,0.0,1.0,0.0
2016,779.0,0.0,40.0,2.0,75470.23,1.0,1.0,1.0,52894.01,1.0,0.0,0.0
2017,696.0,1.0,28.0,4.0,172646.82,1.0,1.0,1.0,116471.43,0.0,0.0,1.0
2018,728.0,0.0,37.0,4.0,0.0,1.0,0.0,0.0,4539.38,0.0,1.0,0.0
2019,691.0,1.0,27.0,3.0,160358.68,2.0,1.0,0.0,142367.72,1.0,0.0,0.0
2020,706.0,1.0,30.0,3.0,98415.37,1.0,1.0,1.0,110520.48,0.0,1.0,0.0
2021,627.0,0.0,30.0,6.0,57809.32,1.0,1.0,0.0,188258.49,0.0,1.0,0.0
2022,716.0,0.0,18.0,3.0,128743.8,1.0,0.0,0.0,197322.13,0.0,1.0,0.0
2023,501.0,1.0,24.0,4.0,130806.42,2.0,1.0,0.0,80241.14,1.0,0.0,0.0
2024,601.0,1.0,41.0,1.0,123971.16,1.0,0.0,1.0,172814.99,0.0,0.0,1.0
2025,545.0,0.0,39.0,6.0,0.0,1.0,0.0,0.0,38410.74,1.0,0.0,0.0
2026,634.0,1.0,45.0,9.0,0.0,2.0,0.0,0.0,17622.82,0.0,0.0,1.0
2027,451.0,0.0,23.0,9.0,0.0,2.0,0.0,1.0,48021.71,1.0,0.0,0.0
2028,655.0,0.0,59.0,7.0,0.0,1.0,1.0,0.0,88958.49,1.0,0.0,0.0
2029,458.0,0.0,39.0,9.0,0.0,2.0,1.0,0.0,116343.09,1.0,0.0,0.0
2030,520.0,1.0,33.0,4.0,156297.58,2.0,1.0,1.0,166102.61,0.0,0.0,1.0
2031,624.0,0.0,28.0,2.0,0.0,2.0,0.0,1.0,104353.26,1.0,0.0,0.0
2032,765.0,1.0,51.0,3.0,123372.3,1.0,1.0,1.0,115429.32,0.0,1.0,0.0
2033,667.0,0.0,37.0,5.0,92171.35,3.0,1.0,0.0,178106.34,0.0,0.0,1.0
2034,665.0,1.0,41.0,8.0,0.0,2.0,1.0,0.0,132152.32,0.0,1.0,0.0
2035,709.0,1.0,34.0,4.0,148375.19,2.0,1.0,1.0,21521.38,1.0,0.0,0.0
2036,583.0,0.0,44.0,8.0,0.0,2.0,1.0,1.0,27431.62,0.0,0.0,1.0
2037,782.0,1.0,34.0,6.0,147422.44,1.0,0.0,1.0,42143.61,0.0,0.0,1.0
2038,668.0,0.0,24.0,7.0,173962.32,1.0,0.0,0.0,106457.11,1.0,0.0,0.0
2039,621.0,1.0,47.0,0.0,0.0,1.0,1.0,1.0,133831.37,0.0,1.0,0.0
2040,579.0,0.0,64.0,6.0,145215.43,1.0,1.0,1.0,164083.72,1.0,0.0,0.0
2041,547.0,0.0,38.0,5.0,167539.97,1.0,0.0,1.0,159207.34,1.0,0.0,0.0
2042,840.0,0.0,39.0,1.0,94968.97,1.0,1.0,0.0,84487.62,0.0,1.0,0.0
2043,667.0,0.0,27.0,3.0,106116.5,2.0,1.0,0.0,3674.71,1.0,0.0,0.0
2044,723.0,1.0,34.0,5.0,0.0,2.0,0.0,1.0,12092.03,1.0,0.0,0.0
2045,487.0,1.0,45.0,2.0,0.0,2.0,1.0,0.0,77475.73,1.0,0.0,0.0
2046,668.0,0.0,31.0,9.0,0.0,2.0,0.0,0.0,41291.73,0.0,1.0,0.0
2047,520.0,1.0,34.0,8.0,120018.86,2.0,1.0,1.0,343.38,1.0,0.0,0.0
2048,549.0,1.0,37.0,2.0,112541.54,2.0,0.0,0.0,47432.43,1.0,0.0,0.0
2049,567.0,0.0,35.0,5.0,166118.45,2.0,1.0,0.0,127827.18,1.0,0.0,0.0
2050,720.0,0.0,45.0,1.0,102882.4,2.0,1.0,1.0,35633.15,1.0,0.0,0.0
2051,492.0,0.0,49.0,8.0,0.0,1.0,1.0,1.0,182865.09,1.0,0.0,0.0
2052,712.0,0.0,37.0,1.0,106881.5,2.0,0.0,0.0,169386.81,0.0,1.0,0.0
2053,689.0,1.0,26.0,4.0,120727.97,1.0,0.0,1.0,149073.88,1.0,0.0,0.0
2054,850.0,1.0,63.0,8.0,169832.57,1.0,0.0,0.0,184107.26,1.0,0.0,0.0
2055,747.0,1.0,41.0,5.0,0.0,2.0,1.0,1.0,22750.17,0.0,1.0,0.0
2056,469.0,1.0,38.0,9.0,113599.42,1.0,0.0,0.0,11950.29,0.0,0.0,1.0
2057,539.0,1.0,38.0,6.0,0.0,1.0,1.0,1.0,152880.07,1.0,0.0,0.0
2058,743.0,1.0,32.0,9.0,0.0,2.0,1.0,0.0,175252.78,1.0,0.0,0.0
2059,707.0,1.0,47.0,3.0,0.0,2.0,1.0,0.0,174303.29,0.0,0.0,1.0
2060,581.0,0.0,50.0,4.0,0.0,2.0,1.0,1.0,80701.72,0.0,0.0,1.0
2061,737.0,1.0,38.0,6.0,146282.79,2.0,1.0,0.0,198516.2,0.0,1.0,0.0
2062,445.0,0.0,38.0,6.0,119413.62,2.0,1.0,0.0,175756.36,0.0,1.0,0.0
2063,703.0,0.0,29.0,3.0,122084.63,1.0,0.0,1.0,82824.08,0.0,1.0,0.0
2064,588.0,0.0,35.0,1.0,103060.63,1.0,1.0,0.0,179866.01,1.0,0.0,0.0
2065,765.0,1.0,44.0,6.0,0.0,2.0,1.0,1.0,159899.97,1.0,0.0,0.0
2066,626.0,1.0,33.0,8.0,0.0,2.0,1.0,0.0,138504.28,0.0,1.0,0.0
2067,545.0,1.0,37.0,9.0,110483.86,1.0,1.0,1.0,127394.67,1.0,0.0,0.0
2068,744.0,1.0,31.0,9.0,120718.28,1.0,1.0,1.0,58961.49,0.0,0.0,1.0
2069,658.0,0.0,31.0,2.0,36566.96,1.0,1.0,0.0,103644.98,0.0,1.0,0.0
2070,629.0,1.0,28.0,8.0,108601.0,1.0,1.0,1.0,119647.7,1.0,0.0,0.0
2071,719.0,0.0,42.0,4.0,0.0,1.0,1.0,0.0,28465.86,0.0,0.0,1.0
2072,686.0,0.0,36.0,5.0,0.0,2.0,1.0,1.0,152979.14,1.0,0.0,0.0
2073,743.0,1.0,36.0,4.0,0.0,2.0,1.0,1.0,190911.02,0.0,0.0,1.0
2074,626.0,0.0,48.0,2.0,0.0,2.0,1.0,1.0,95794.98,0.0,1.0,0.0
2075,661.0,1.0,44.0,1.0,141136.62,1.0,1.0,0.0,189742.78,0.0,1.0,0.0
2076,710.0,1.0,45.0,9.0,108231.37,1.0,1.0,1.0,188574.08,1.0,0.0,0.0
2077,654.0,1.0,40.0,6.0,0.0,1.0,0.0,0.0,183872.88,0.0,0.0,1.0
2078,569.0,0.0,34.0,6.0,144855.34,1.0,0.0,0.0,196555.32,1.0,0.0,0.0
2079,640.0,1.0,63.0,2.0,68432.45,2.0,1.0,1.0,112503.24,1.0,0.0,0.0
2080,562.0,1.0,45.0,6.0,136855.24,1.0,1.0,0.0,46864.0,1.0,0.0,0.0
2081,721.0,0.0,55.0,3.0,44020.89,1.0,1.0,0.0,65864.4,0.0,1.0,0.0
2082,456.0,1.0,32.0,9.0,133060.63,1.0,1.0,1.0,125167.92,0.0,0.0,1.0
2083,811.0,1.0,39.0,7.0,0.0,2.0,1.0,1.0,177519.39,1.0,0.0,0.0
2084,534.0,1.0,24.0,1.0,0.0,1.0,1.0,1.0,169653.32,1.0,0.0,0.0
2085,423.0,0.0,36.0,5.0,97665.61,1.0,1.0,0.0,118372.55,0.0,1.0,0.0
2086,594.0,1.0,28.0,5.0,185013.02,1.0,1.0,0.0,16481.12,0.0,0.0,1.0
2087,725.0,0.0,32.0,0.0,0.0,2.0,1.0,1.0,138525.19,1.0,0.0,0.0
2088,716.0,0.0,52.0,7.0,65971.61,2.0,1.0,0.0,14608.0,0.0,1.0,0.0
2089,595.0,0.0,41.0,9.0,150463.11,2.0,0.0,1.0,81548.38,1.0,0.0,0.0
2090,679.0,0.0,33.0,1.0,0.0,2.0,0.0,0.0,69608.48,0.0,0.0,1.0
2091,667.0,1.0,39.0,9.0,0.0,2.0,1.0,0.0,68873.8,1.0,0.0,0.0
2092,661.0,0.0,37.0,5.0,136425.18,1.0,1.0,0.0,81102.81,0.0,0.0,1.0
2093,655.0,1.0,38.0,3.0,250898.09,3.0,0.0,1.0,81054.0,1.0,0.0,0.0
2094,555.0,1.0,55.0,4.0,146798.81,1.0,1.0,1.0,74149.77,0.0,0.0,1.0
2095,531.0,1.0,70.0,1.0,0.0,2.0,0.0,0.0,99503.19,0.0,1.0,0.0
2096,611.0,0.0,40.0,7.0,128486.91,2.0,1.0,0.0,10109.47,1.0,0.0,0.0
2097,600.0,0.0,38.0,9.0,0.0,2.0,1.0,1.0,58855.85,0.0,0.0,1.0
2098,531.0,1.0,37.0,1.0,143407.29,2.0,0.0,1.0,84402.46,1.0,0.0,0.0
2099,601.0,0.0,43.0,2.0,0.0,1.0,1.0,0.0,49713.87,1.0,0.0,0.0
2100,548.0,1.0,57.0,6.0,76165.65,1.0,1.0,1.0,133537.53,1.0,0.0,0.0
2101,759.0,1.0,40.0,4.0,0.0,2.0,1.0,0.0,124615.59,0.0,0.0,1.0
2102,678.0,0.0,49.0,8.0,0.0,2.0,0.0,1.0,98090.69,0.0,1.0,0.0
2103,755.0,0.0,33.0,6.0,90560.3,2.0,1.0,1.0,42607.69,1.0,0.0,0.0
2104,594.0,1.0,61.0,3.0,62391.22,1.0,1.0,1.0,192434.11,1.0,0.0,0.0
2105,768.0,1.0,42.0,5.0,0.0,3.0,0.0,0.0,60686.4,1.0,0.0,0.0
2106,492.0,0.0,31.0,7.0,0.0,2.0,1.0,1.0,49463.44,0.0,1.0,0.0
2107,637.0,0.0,55.0,1.0,123378.2,1.0,1.0,0.0,81431.99,0.0,0.0,1.0
2108,646.0,0.0,42.0,3.0,99836.47,1.0,0.0,1.0,22909.56,0.0,1.0,0.0
2109,593.0,1.0,74.0,5.0,161434.36,2.0,1.0,1.0,65532.17,0.0,0.0,1.0
2110,596.0,1.0,41.0,5.0,0.0,2.0,0.0,1.0,141053.85,0.0,1.0,0.0
2111,722.0,0.0,48.0,10.0,138311.76,1.0,1.0,1.0,3472.63,1.0,0.0,0.0
2112,642.0,1.0,25.0,7.0,0.0,2.0,1.0,0.0,102083.78,0.0,0.0,1.0
2113,472.0,0.0,28.0,4.0,0.0,2.0,1.0,0.0,1801.77,0.0,1.0,0.0
2114,738.0,1.0,35.0,6.0,101744.84,1.0,0.0,0.0,85185.44,0.0,0.0,1.0
2115,732.0,1.0,33.0,8.0,0.0,1.0,1.0,0.0,119882.7,0.0,1.0,0.0
2116,404.0,0.0,54.0,4.0,125456.07,1.0,1.0,0.0,83715.66,1.0,0.0,0.0
2117,701.0,1.0,44.0,7.0,0.0,2.0,1.0,0.0,23425.78,1.0,0.0,0.0
2118,683.0,1.0,31.0,2.0,0.0,2.0,0.0,1.0,77326.78,1.0,0.0,0.0
2119,460.0,0.0,27.0,7.0,0.0,2.0,1.0,0.0,156150.08,1.0,0.0,0.0
2120,690.0,1.0,29.0,5.0,0.0,2.0,1.0,0.0,108577.97,0.0,1.0,0.0
2121,618.0,0.0,54.0,4.0,118449.21,1.0,1.0,1.0,133573.29,1.0,0.0,0.0
2122,671.0,1.0,30.0,2.0,0.0,1.0,0.0,1.0,102057.86,0.0,0.0,1.0
2123,765.0,0.0,32.0,9.0,178095.55,1.0,0.0,0.0,47247.56,0.0,1.0,0.0
2124,651.0,0.0,25.0,2.0,109175.14,2.0,1.0,0.0,114566.47,1.0,0.0,0.0
2125,704.0,1.0,32.0,7.0,127785.17,4.0,0.0,0.0,184464.7,1.0,0.0,0.0
2126,544.0,0.0,45.0,6.0,0.0,2.0,0.0,1.0,151401.33,1.0,0.0,0.0
2127,790.0,0.0,40.0,9.0,0.0,2.0,1.0,1.0,70607.1,0.0,1.0,0.0
2128,710.0,1.0,34.0,9.0,134260.36,2.0,1.0,0.0,147074.67,1.0,0.0,0.0
2129,743.0,1.0,37.0,8.0,69143.91,2.0,0.0,1.0,105780.18,1.0,0.0,0.0
2130,702.0,1.0,34.0,4.0,100054.77,1.0,1.0,0.0,109496.45,1.0,0.0,0.0
2131,704.0,0.0,45.0,6.0,0.0,1.0,1.0,1.0,137739.45,1.0,0.0,0.0
2132,614.0,1.0,38.0,2.0,116248.88,1.0,1.0,0.0,105140.92,0.0,0.0,1.0
2133,609.0,0.0,43.0,6.0,86053.52,2.0,1.0,1.0,113276.46,1.0,0.0,0.0
2134,688.0,0.0,32.0,6.0,123157.95,1.0,1.0,0.0,172531.23,1.0,0.0,0.0
2135,713.0,1.0,44.0,1.0,63438.91,1.0,1.0,0.0,64375.4,0.0,1.0,0.0
2136,736.0,1.0,57.0,9.0,95295.39,1.0,1.0,0.0,28434.44,1.0,0.0,0.0
2137,727.0,1.0,18.0,4.0,133550.67,1.0,1.0,1.0,46941.41,1.0,0.0,0.0
2138,850.0,0.0,38.0,1.0,106871.81,2.0,1.0,0.0,29333.01,0.0,0.0,1.0
2139,718.0,1.0,45.0,3.0,105266.32,2.0,1.0,1.0,193724.51,1.0,0.0,0.0
2140,643.0,0.0,51.0,2.0,105229.53,1.0,1.0,0.0,34967.75,1.0,0.0,0.0
2141,653.0,1.0,41.0,8.0,102768.42,1.0,1.0,0.0,55663.85,1.0,0.0,0.0
2142,674.0,1.0,18.0,7.0,0.0,2.0,1.0,1.0,55753.12,1.0,0.0,0.0
2143,690.0,1.0,35.0,6.0,112689.95,1.0,1.0,0.0,176962.31,1.0,0.0,0.0
2144,819.0,1.0,38.0,9.0,122334.26,2.0,1.0,1.0,181507.44,0.0,0.0,1.0
2145,634.0,1.0,34.0,1.0,0.0,2.0,1.0,0.0,61995.57,0.0,0.0,1.0
2146,633.0,1.0,33.0,4.0,137847.41,2.0,1.0,0.0,98349.13,1.0,0.0,0.0
2147,850.0,1.0,49.0,5.0,122486.47,1.0,0.0,1.0,59748.19,1.0,0.0,0.0
2148,665.0,1.0,33.0,2.0,101286.11,1.0,1.0,1.0,159840.51,0.0,0.0,1.0
2149,630.0,1.0,26.0,7.0,0.0,2.0,1.0,1.0,6656.64,0.0,0.0,1.0
2150,836.0,1.0,57.0,4.0,101247.06,1.0,1.0,0.0,37141.62,1.0,0.0,0.0
2151,668.0,1.0,38.0,10.0,86977.96,1.0,0.0,1.0,37094.75,1.0,0.0,0.0
2152,753.0,1.0,57.0,7.0,0.0,1.0,1.0,0.0,159475.08,1.0,0.0,0.0
2153,745.0,0.0,55.0,9.0,110123.59,1.0,0.0,1.0,51548.14,1.0,0.0,0.0
2154,693.0,1.0,36.0,8.0,178111.82,1.0,0.0,0.0,58719.63,0.0,1.0,0.0
2155,606.0,1.0,65.0,10.0,126306.64,3.0,0.0,0.0,7861.68,1.0,0.0,0.0
2156,660.0,0.0,35.0,6.0,100768.77,1.0,1.0,0.0,19199.61,1.0,0.0,0.0
2157,608.0,1.0,42.0,5.0,0.0,2.0,1.0,0.0,178504.29,1.0,0.0,0.0
2158,744.0,0.0,44.0,3.0,0.0,2.0,1.0,1.0,189016.14,1.0,0.0,0.0
2159,731.0,0.0,40.0,7.0,118991.79,1.0,1.0,1.0,156048.64,1.0,0.0,0.0
2160,683.0,1.0,72.0,3.0,140997.26,1.0,0.0,1.0,52876.41,1.0,0.0,0.0
2161,727.0,1.0,28.0,5.0,0.0,2.0,0.0,1.0,19653.08,0.0,1.0,0.0
2162,561.0,1.0,32.0,6.0,166824.59,1.0,1.0,0.0,139451.98,1.0,0.0,0.0
2163,700.0,0.0,34.0,2.0,76322.69,1.0,1.0,0.0,128136.29,1.0,0.0,0.0
2164,605.0,1.0,35.0,6.0,0.0,2.0,1.0,1.0,45206.57,0.0,0.0,1.0
2165,767.0,1.0,77.0,8.0,149083.7,1.0,1.0,1.0,190146.83,1.0,0.0,0.0
2166,511.0,1.0,33.0,7.0,0.0,2.0,0.0,1.0,158313.87,1.0,0.0,0.0
2167,667.0,1.0,40.0,9.0,0.0,1.0,1.0,1.0,96670.2,1.0,0.0,0.0
2168,787.0,1.0,33.0,1.0,126588.81,2.0,0.0,1.0,62163.53,0.0,1.0,0.0
2169,705.0,0.0,56.0,2.0,143249.67,1.0,1.0,0.0,88428.41,0.0,1.0,0.0
2170,773.0,1.0,43.0,8.0,81844.91,2.0,1.0,1.0,35908.46,1.0,0.0,0.0
2171,554.0,1.0,40.0,4.0,0.0,1.0,0.0,1.0,168780.04,0.0,1.0,0.0
2172,526.0,1.0,58.0,9.0,190298.89,2.0,1.0,1.0,191263.76,0.0,1.0,0.0
2173,661.0,1.0,35.0,2.0,117212.18,1.0,1.0,1.0,83052.03,1.0,0.0,0.0
2174,698.0,0.0,46.0,0.0,0.0,2.0,1.0,1.0,125962.02,1.0,0.0,0.0
2175,646.0,1.0,26.0,4.0,139848.17,1.0,1.0,0.0,164696.27,0.0,1.0,0.0
2176,757.0,0.0,34.0,9.0,101861.36,2.0,0.0,0.0,187011.96,0.0,0.0,1.0
2177,699.0,1.0,35.0,2.0,167455.66,2.0,1.0,1.0,55324.49,1.0,0.0,0.0
2178,667.0,0.0,24.0,4.0,0.0,2.0,0.0,1.0,34335.55,0.0,0.0,1.0
2179,774.0,0.0,43.0,1.0,116360.07,1.0,1.0,0.0,17004.14,0.0,0.0,1.0
2180,745.0,1.0,40.0,3.0,88466.82,1.0,0.0,0.0,116331.42,1.0,0.0,0.0
2181,649.0,0.0,42.0,7.0,0.0,2.0,0.0,1.0,22974.01,0.0,1.0,0.0
2182,634.0,0.0,46.0,5.0,123642.36,1.0,1.0,1.0,49725.16,0.0,0.0,1.0
2183,665.0,1.0,38.0,9.0,0.0,1.0,0.0,1.0,87412.74,1.0,0.0,0.0
2184,713.0,1.0,38.0,9.0,72286.84,2.0,1.0,1.0,26136.89,1.0,0.0,0.0
2185,652.0,0.0,40.0,1.0,0.0,2.0,1.0,0.0,126554.96,0.0,0.0,1.0
2186,739.0,1.0,40.0,1.0,109681.61,1.0,1.0,1.0,193321.3,0.0,1.0,0.0
2187,556.0,1.0,37.0,9.0,145018.64,2.0,1.0,0.0,90928.02,0.0,0.0,1.0
2188,699.0,1.0,34.0,8.0,0.0,1.0,1.0,1.0,76510.46,0.0,0.0,1.0
2189,708.0,0.0,32.0,8.0,187487.63,1.0,1.0,1.0,120115.5,1.0,0.0,0.0
2190,480.0,1.0,35.0,2.0,165692.91,1.0,1.0,1.0,197984.58,0.0,1.0,0.0
2191,700.0,0.0,59.0,5.0,137648.41,1.0,1.0,0.0,142977.05,0.0,0.0,1.0
2192,525.0,0.0,47.0,6.0,118560.0,1.0,1.0,0.0,82522.61,1.0,0.0,0.0
2193,845.0,1.0,33.0,8.0,164385.53,1.0,1.0,0.0,150664.97,1.0,0.0,0.0
2194,613.0,1.0,37.0,9.0,108286.5,1.0,1.0,1.0,114153.44,1.0,0.0,0.0
2195,850.0,0.0,34.0,2.0,0.0,2.0,1.0,1.0,171706.66,0.0,0.0,1.0
2196,798.0,0.0,58.0,9.0,0.0,2.0,0.0,0.0,119071.56,0.0,1.0,0.0
2197,773.0,1.0,47.0,2.0,118079.47,4.0,1.0,1.0,143007.49,0.0,0.0,1.0
2198,614.0,1.0,35.0,2.0,127283.78,1.0,1.0,1.0,31302.35,0.0,0.0,1.0
2199,473.0,1.0,48.0,8.0,0.0,2.0,1.0,0.0,71139.8,1.0,0.0,0.0
2200,762.0,1.0,29.0,6.0,141389.06,1.0,1.0,0.0,54122.89,1.0,0.0,0.0
2201,701.0,1.0,37.0,8.0,130091.5,1.0,1.0,1.0,120031.29,1.0,0.0,0.0
2202,600.0,1.0,35.0,4.0,143744.77,2.0,1.0,0.0,104076.51,0.0,0.0,1.0
2203,850.0,1.0,28.0,9.0,97408.03,1.0,1.0,1.0,175853.64,0.0,0.0,1.0
2204,613.0,1.0,30.0,9.0,111927.45,1.0,1.0,1.0,175795.87,1.0,0.0,0.0
2205,509.0,1.0,31.0,3.0,0.0,2.0,1.0,0.0,15360.91,0.0,0.0,1.0
2206,509.0,1.0,38.0,2.0,0.0,1.0,0.0,0.0,168460.12,1.0,0.0,0.0
2207,609.0,1.0,34.0,1.0,0.0,1.0,1.0,1.0,181177.9,1.0,0.0,0.0
2208,456.0,0.0,33.0,1.0,188285.68,1.0,0.0,0.0,58363.94,1.0,0.0,0.0
2209,728.0,0.0,46.0,2.0,109705.52,1.0,1.0,0.0,20276.87,0.0,0.0,1.0
2210,663.0,1.0,33.0,9.0,0.0,2.0,0.0,0.0,91514.62,0.0,1.0,0.0
2211,673.0,0.0,34.0,1.0,127122.79,3.0,0.0,1.0,76703.1,1.0,0.0,0.0
